"phi","r","g","b"
4.274,0.969655,0,1
4.275,0.970209,0,1
4.276,0.970763,0,1
4.277,0.971316,6.84404e-16,1
4.278,0.971868,0,1
4.279,0.97242,0,1
4.28,0.972972,0,1
4.281,0.973523,0,1
4.282,0.974074,0,1
4.283,0.974625,0,1
4.284,0.975175,0,1
4.285,0.975725,3.32136e-16,1
4.286,0.976274,0,1
4.287,0.976823,0,1
4.288,0.977347,8.68031e-16,1
4.289,0.977853,0,1
4.29,0.978358,0,1
4.291,0.978863,0,1
4.292,0.979367,0,1
4.293,0.979871,0,1
4.294,0.980375,0,1
4.295,0.980879,8.11111e-16,1
4.296,0.981382,0,1
4.297,0.981885,0,1
4.298,0.982387,0,1
4.299,0.982889,0,1
4.3,0.983391,0,1
4.301,0.983892,0,1
4.302,0.984393,3.6988e-17,1
4.303,0.984894,6.43695e-16,1
4.304,0.985394,0,1
4.305,0.985892,0,1
4.306,0.986346,0,1
4.307,0.986799,0,1
4.308,0.987253,0,1
4.309,0.987706,0,1
4.31,0.988158,0,1
4.311,0.988611,0,1
4.312,0.989063,0,1
4.313,0.989515,0,1
4.314,0.989967,0,1
4.315,0.990418,0,1
4.316,0.990869,0,1
4.317,0.99132,0,1
4.318,0.991771,0,1
4.319,0.992221,0,1
4.32,0.992671,0,1
4.321,0.993121,0,1
4.322,0.99357,0,1
4.323,0.993966,0,0.999973
4.324,0.994318,0,0.999925
4.325,0.994671,0,0.999877
4.326,0.995023,0,0.999829
4.327,0.995375,0,0.999781
4.328,0.995726,0,0.999732
4.329,0.996078,0,0.999684
4.33,0.99643,0,0.999636
4.331,0.996781,0,0.999588
4.332,0.997132,0,0.999539
4.333,0.997483,0,0.999491
4.334,0.997834,0,0.999443
4.335,0.998184,0,0.999395
4.336,0.998535,0,0.999346
4.337,0.998885,0,0.999298
4.338,0.999235,0,0.99925
4.339,0.999585,0,0.999202
4.34,0.999917,0,0.999135
4.341,0.999922,0,0.998725
4.342,0.999927,0,0.998316
4.343,0.999932,0,0.997906
4.344,0.999936,0,0.997496
4.345,0.999941,0,0.997085
4.346,0.999946,0,0.996675
4.347,0.999951,6.19292e-16,0.996264
4.348,0.999955,0,0.995853
4.349,0.99996,0,0.995442
4.35,0.999965,0,0.99503
4.351,0.999969,0,0.994619
4.352,0.999974,0,0.994207
4.353,0.999979,0,0.993795
4.354,0.999984,0,0.993382
4.355,0.999988,0,0.99297
4.356,0.999993,0,0.992557
4.357,0.999998,0,0.992144
4.358,1,0,0.991694
4.359,1,0,0.991215
4.36,1,0,0.990736
4.361,1,0,0.990256
4.362,1,0,0.989775
4.363,1,0,0.989295
4.364,1,0,0.988814
4.365,1,0,0.988333
4.366,1,0,0.987851
4.367,1,0,0.98737
4.368,1,0,0.986887
4.369,1,0,0.986405
4.37,1,0,0.985922
4.371,1,0,0.985439
4.372,1,0,0.984956
4.373,1,0,0.984472
4.374,1,0,0.983988
4.375,1,0,0.983501
4.376,1,0,0.982955
4.377,1,0,0.982409
4.378,1,0,0.981863
4.379,1,0,0.981316
4.38,1,0,0.980768
4.381,1,0,0.98022
4.382,1,0,0.979672
4.383,1,2.6267e-16,0.979123
4.384,1,0,0.978574
4.385,1,0,0.978025
4.386,1,0,0.977475
4.387,1,0,0.976925
4.388,1,0,0.976374
4.389,1,0,0.975823
4.39,1,0,0.975272
4.391,1,0,0.97472
4.392,1,0,0.974167
4.393,1,0,0.973582
4.394,1,0,0.972969
4.395,1,0,0.972355
4.396,1,0,0.971741
4.397,1,0,0.971127
4.398,1,0,0.970511
4.399,1,0,0.969896
4.4,1,0,0.96928
4.401,1,2.218e-16,0.968663
4.402,1,0,0.968046
4.403,1,0,0.967428
4.404,1,0,0.96681
4.405,1,0,0.966191
4.406,1,0,0.965572
4.407,1,0,0.964952
4.408,1,0,0.964331
4.409,1,0,0.963711
4.41,1,0,0.963087
4.411,1,0,0.962407
4.412,1,0,0.961726
4.413,1,0,0.961045
4.414,1,0,0.960363
4.415,1,0,0.959681
4.416,1,0,0.958998
4.417,1,0,0.958314
4.418,1,0,0.95763
4.419,1,0,0.956945
4.42,1,0,0.956259
4.421,1,0,0.955573
4.422,1,0,0.954886
4.423,1,0,0.954199
4.424,1,0,0.95351
4.425,1,0,0.952821
4.426,1,1.82234e-16,0.952132
4.427,1,0,0.951442
4.428,1,0,0.950721
4.429,1,0,0.949974
4.43,1,0,0.949227
4.431,1,0,0.948479
4.432,1,0,0.94773
4.433,1,0,0.94698
4.434,1,0,0.946229
4.435,1,0,0.945478
4.436,1,0,0.944726
4.437,1,0,0.943973
4.438,1,0,0.943219
4.439,1,0,0.942464
4.44,1,0,0.941709
4.441,1,0,0.940953
4.442,1,0,0.940196
4.443,1,0,0.939438
4.444,1,0,0.93868
4.445,1,0,0.937918
4.446,1,1.09965e-16,0.937108
4.447,1,0,0.936296
4.448,1,0,0.935484
4.449,1,0,0.93467
4.45,1,0,0.933856
4.451,1,0,0.933041
4.452,1,0,0.932225
4.453,1,0,0.931408
4.454,1,0,0.93059
4.455,1,0,0.929771
4.456,1,0,0.928951
4.457,1,0,0.92813
4.458,1,0,0.927308
4.459,1,0,0.926485
4.46,1,0,0.925661
4.461,1,0,0.924836
4.462,1,0,0.924011
4.463,1,0,0.92316
4.464,1,0,0.922287
4.465,1,0,0.921413
4.466,1,0,0.920538
4.467,1,0,0.919662
4.468,1,0,0.918785
4.469,1,0,0.917907
4.47,1,0,0.917028
4.471,1,0,0.916148
4.472,1,0,0.915266
4.473,1,5.8054e-17,0.914383
4.474,1,1.78128e-17,0.9135
4.475,1,0,0.912615
4.476,1,0,0.911729
4.477,1,0,0.910842
4.478,1,0,0.909953
4.479,1,0,0.909064
4.48,1,0,0.908172
4.481,1,0,0.907241
4.482,1,0,0.906309
4.483,1,0,0.905375
4.484,1,0,0.90444
4.485,1,0,0.903504
4.486,1,0,0.902567
4.487,1,0,0.901628
4.488,1,0,0.900689
4.489,1,0,0.899747
4.49,1,0,0.898805
4.491,1,0,0.897861
4.492,1,0,0.896916
4.493,1,0,0.89597
4.494,1,0,0.895022
4.495,1,0,0.894073
4.496,1,0,0.893122
4.497,1,2.51142e-16,0.892171
4.498,1,0,0.8912
4.499,1,0,0.890214
4.5,1,0,0.889227
4.501,1,0,0.888238
4.502,1,0,0.887247
4.503,1,0,0.886255
4.504,1,0,0.885262
4.505,1,0,0.884267
4.506,1,0,0.88327
4.507,1,0,0.882272
4.508,1,0,0.881273
4.509,1,0,0.880272
4.51,1,0,0.87927
4.511,1,0,0.878266
4.512,1,0,0.87726
4.513,1,1.41843e-16,0.876253
4.514,1,0,0.875245
4.515,1,0,0.874234
4.516,1,0,0.873198
4.517,1,0,0.872161
4.518,1,0,0.871122
4.519,1,4.41061e-17,0.870082
4.52,1,0,0.86904
4.521,1,0,0.867996
4.522,1,0,0.866951
4.523,1,0,0.865904
4.524,1,0,0.864855
4.525,1,0,0.863804
4.526,1,0,0.862752
4.527,1,0,0.861698
4.528,1,0,0.860643
4.529,1,0,0.859586
4.53,1,0,0.858527
4.531,1,0,0.857466
4.532,1,0,0.856404
4.533,1,0,0.855331
4.534,1,0,0.854249
4.535,1,0,0.853165
4.536,1,0,0.85208
4.537,1,2.69804e-16,0.850993
4.538,1,0,0.849903
4.539,1,0,0.848812
4.54,1,0,0.84772
4.541,1,0,0.846625
4.542,1,1.65738e-16,0.845528
4.543,1,0,0.84443
4.544,1,0,0.843329
4.545,1,0,0.842227
4.546,1,0,0.841123
4.547,1,6.16719e-17,0.840017
4.548,1,0,0.838909
4.549,1,0,0.837799
4.55,1,0,0.836687
4.551,1,0,0.835566
4.552,1,0,0.834443
4.553,1,3.17072e-17,0.833318
4.554,1,0,0.832191
4.555,1,0,0.831063
4.556,1,0,0.829932
4.557,1,0,0.828799
4.558,1,0,0.827664
4.559,1,0,0.826527
4.56,1,3.853e-17,0.825387
4.561,1,0,0.824246
4.562,1,0,0.823103
4.563,1,0,0.821958
4.564,1,0,0.82081
4.565,1,0,0.819661
4.566,1,0,0.818509
4.567,1,0,0.817355
4.568,1,0,0.8162
4.569,1,0,0.815043
4.57,1,0,0.813885
4.571,1,0,0.812724
4.572,1,0,0.811561
4.573,1,0,0.810396
4.574,1,0,0.809228
4.575,1,0,0.808058
4.576,1,0,0.806887
4.577,1,0,0.805712
4.578,1,0,0.804536
4.579,1,0,0.803357
4.58,1,0,0.802176
4.581,1,0,0.800993
4.582,1,1.56327e-16,0.799808
4.583,1,0,0.79862
4.584,1,0,0.79743
4.585,1,0,0.796238
4.586,1,0,0.795053
4.587,1,6.41781e-17,0.793866
4.588,1,0,0.792677
4.589,1,4.095e-17,0.791486
4.59,1,4.27308e-16,0.790292
4.591,1,0,0.789096
4.592,1,0,0.787897
4.593,1,0,0.786696
4.594,1,0,0.785493
4.595,1,0,0.784287
4.596,1,0,0.783079
4.597,1,0,0.781868
4.598,1,0,0.780655
4.599,1,0,0.779439
4.6,1,0,0.778221
4.601,1,0,0.777001
4.602,1,0,0.775778
4.603,1,0,0.774562
4.604,1,0,0.773352
4.605,1,0,0.772141
4.606,1,0,0.770927
4.607,1,2.15408e-16,0.76971
4.608,1,0,0.768491
4.609,1,0,0.767269
4.61,1,0,0.766044
4.611,1,0,0.764818
4.612,1,0,0.763588
4.613,1,0,0.762356
4.614,1,0,0.761121
4.615,1,0,0.759884
4.616,1,0,0.758644
4.617,1,0,0.757402
4.618,1,0,0.756156
4.619,1,0,0.754908
4.62,1,0,0.753658
4.621,1,0,0.752432
4.622,1,0,0.751204
4.623,1,0,0.749972
4.624,1,0,0.748739
4.625,1,0,0.747502
4.626,1,0,0.746263
4.627,1,0,0.745021
4.628,1,0,0.743776
4.629,1,0,0.742529
4.63,1,0,0.741279
4.631,1,0,0.740026
4.632,1,0,0.738771
4.633,1,0,0.737512
4.634,1,0,0.736251
4.635,1,0,0.734987
4.636,1,0,0.73372
4.637,1,0,0.73245
4.638,1,0,0.731196
4.639,1,0,0.729956
4.64,1,0,0.728713
4.641,1,0,0.727467
4.642,1,0,0.726218
4.643,1,0,0.724967
4.644,1,0,0.723713
4.645,1,0,0.722456
4.646,1,0,0.721196
4.647,1,0,0.719933
4.648,1,0,0.718668
4.649,1,0,0.717399
4.65,1,0,0.716128
4.651,1,0,0.714853
4.652,1,0,0.713576
4.653,1,0,0.712296
4.654,1,0,0.711012
4.655,1,0,0.709727
4.656,1,0,0.70848
4.657,1,0,0.707231
4.658,1,0,0.705978
4.659,1,0,0.704723
4.66,1,0,0.703465
4.661,1,0,0.702204
4.662,1,0,0.70094
4.663,1,0,0.699673
4.664,1,0,0.698403
4.665,1,0,0.69713
4.666,1,2.93262e-17,0.695854
4.667,1,0,0.694575
4.668,1,0,0.693293
4.669,1,0,0.692008
4.67,1,0,0.69072
4.671,1,0,0.689429
4.672,1,0,0.688134
4.673,1,0,0.686862
4.674,1,0,0.68561
4.675,1,0,0.684356
4.676,1,0,0.683099
4.677,1,0,0.681838
4.678,1,0,0.680575
4.679,1,0,0.679309
4.68,1,0,0.678039
4.681,1,0,0.676767
4.682,1,0,0.675491
4.683,1,0,0.674212
4.684,1,0,0.67293
4.685,1,0,0.671645
4.686,1,0,0.670357
4.687,1,0,0.669065
4.688,1,0,0.667771
4.689,1,0,0.666473
4.69,1,0,0.665172
4.691,1,0,0.663923
4.692,1,0,0.662671
4.693,1,0,0.661416
4.694,1,0,0.660158
4.695,1,0,0.658897
4.696,1,0,0.657633
4.697,1,0,0.656365
4.698,1,0,0.655095
4.699,1,0,0.653821
4.7,1,0,0.652544
4.701,1,0,0.651263
4.702,1,0,0.64998
4.703,1,0,0.648693
4.704,1,0,0.647403
4.705,1,0,0.646109
4.706,1,0,0.644813
4.707,1,0,0.643512
4.708,1,0,0.64224
4.709,1,0,0.640995
4.71,1,0,0.639747
4.711,1,0,0.638495
4.712,1,0,0.637241
4.713,1,0,0.635983
4.714,1,0,0.634722
4.715,1,0,0.633457
4.716,1,0,0.63219
4.717,1,0,0.630919
4.718,1,0,0.629645
4.719,1,0,0.628367
4.72,1,0,0.627086
4.721,1,0,0.625802
4.722,1,0,0.624515
4.723,1,0,0.623223
4.724,1,0,0.621929
4.725,1,0,0.620632
4.726,1,0,0.619396
4.727,1,0,0.618158
4.728,1,0,0.616916
4.729,1,0,0.615671
4.73,1,0,0.614423
4.731,1,0,0.613171
4.732,1,0,0.611916
4.733,1,0,0.610658
4.734,1,0,0.609397
4.735,1,0,0.608132
4.736,1,0,0.606864
4.737,1,0,0.605592
4.738,1,0,0.604317
4.739,1,0,0.603039
4.74,1,0,0.601757
4.741,1,0,0.600471
4.742,1,0,0.599182
4.743,1,0,0.597925
4.744,1,0,0.5967
4.745,1,0,0.595471
4.746,1,0,0.594239
4.747,1,0,0.593003
4.748,1,0,0.591765
4.749,1,0,0.590523
4.75,1,0,0.589277
4.751,1,0,0.588029
4.752,1,0,0.586777
4.753,1,0,0.585521
4.754,1,0,0.584262
4.755,1,0,0.583
4.756,1,0,0.581734
4.757,1,0,0.580464
4.758,1,0,0.579191
4.759,1,0,0.577914
4.76,1,0,0.576634
4.761,1,0,0.575425
4.762,1,0,0.574212
4.763,1,0,0.572996
4.764,1,0,0.571777
4.765,1,0,0.570554
4.766,1,0,0.569328
4.767,1,0,0.568098
4.768,1,0,0.566866
4.769,1,0,0.565629
4.77,1,0,0.56439
4.771,1,0,0.563146
4.772,1,0,0.5619
4.773,1,0,0.560649
4.774,1,0,0.559396
4.775,1,0,0.558138
4.776,1,0,0.556877
4.777,1,0,0.555612
4.778,1,0,0.554382
4.779,1,0,0.553187
4.78,1,0,0.551988
4.781,1,0,0.550786
4.782,1,0,0.549581
4.783,1,0,0.548372
4.784,1,0,0.54716
4.785,1,0,0.545944
4.786,1,0,0.544725
4.787,1,0,0.543503
4.788,1,0,0.542277
4.789,1,0,0.541047
4.79,1,0,0.539814
4.791,1,0,0.538577
4.792,1,0,0.537337
4.793,1,0,0.536093
4.794,1,0,0.534845
4.795,1,0,0.533594
4.796,1,0,0.532419
4.797,1,1.38135e-16,0.53124
4.798,1,0,0.530058
4.799,1,0,0.528873
4.8,1,0,0.527684
4.801,1,0,0.526492
4.802,1,0,0.525296
4.803,1,0,0.524097
4.804,1,0,0.522895
4.805,1,0,0.521688
4.806,1,0,0.520479
4.807,1,0,0.519266
4.808,1,0,0.518049
4.809,1,0,0.516829
4.81,1,0,0.515605
4.811,1,0,0.514377
4.812,1,0,0.513145
4.813,1,0,0.51195
4.814,1,0,0.510792
4.815,1,0,0.50963
4.816,1,0,0.508465
4.817,1,0,0.507297
4.818,1,0,0.506125
4.819,1,0,0.50495
4.82,1,0,0.503771
4.821,1,0,0.502589
4.822,1,0,0.501403
4.823,1,0,0.500214
4.824,1,0,0.499021
4.825,1,0,0.497825
4.826,1,0,0.496625
4.827,1,0,0.495421
4.828,1,0,0.494214
4.829,1,0,0.493003
4.83,1,0,0.491788
4.831,1,0,0.490652
4.832,1,0,0.489513
4.833,1,0,0.488371
4.834,1,0,0.487225
4.835,1,0,0.486077
4.836,1,0,0.484924
4.837,1,0,0.483768
4.838,1,0,0.482609
4.839,1,0,0.481446
4.84,1,0,0.48028
4.841,1,0,0.47911
4.842,1,0,0.477937
4.843,1,0,0.476759
4.844,1,0,0.475579
4.845,1,0,0.474394
4.846,1,0,0.473206
4.847,1,0,0.472014
4.848,1,0,0.470859
4.849,1,0,0.469743
4.85,1,0,0.468623
4.851,1,0,0.4675
4.852,1,0,0.466373
4.853,1,0,0.465243
4.854,1,0,0.46411
4.855,1,0,0.462973
4.856,1,1.39084e-16,0.461833
4.857,1,0,0.460689
4.858,1,0,0.459541
4.859,1,0,0.45839
4.86,1,0,0.457235
4.861,1,0,0.456077
4.862,1,0,0.454915
4.863,1,0,0.453749
4.864,1,0,0.45258
4.865,1,0,0.451406
4.866,1,0,0.450312
4.867,1,0,0.449215
4.868,1,0,0.448114
4.869,1,0,0.44701
4.87,1,0,0.445903
4.871,1,0,0.444792
4.872,1,6.26813e-17,0.443678
4.873,1,0,0.44256
4.874,1,0,0.441439
4.875,1,0,0.440314
4.876,1,0,0.439185
4.877,1,0,0.438053
4.878,1,0,0.436918
4.879,1,0,0.435778
4.88,1,0,0.434635
4.881,1,0,0.433488
4.882,1,0,0.432338
4.883,1,0,0.431224
4.884,1,0,0.430149
4.885,1,0,0.429071
4.886,1,0,0.42799
4.887,1,0,0.426905
4.888,1,0,0.425817
4.889,1,0,0.424726
4.89,1,0,0.42363
4.891,1,4.18942e-18,0.422532
4.892,1,0,0.42143
4.893,1,0,0.420324
4.894,1,0,0.419214
4.895,1,0,0.418101
4.896,1,0,0.416985
4.897,1,0,0.415864
4.898,1,0,0.41474
4.899,1,0,0.413612
4.9,1,0,0.41248
4.901,1,0,0.411427
4.902,1,0,0.410372
4.903,1,0,0.409313
4.904,1,0,0.40825
4.905,1,0,0.407184
4.906,1,0,0.406115
4.907,1,0,0.405042
4.908,1,0,0.403966
4.909,1,0,0.402886
4.91,1,0,0.401803
4.911,1,0,0.400716
4.912,1,0,0.399625
4.913,1,0,0.398531
4.914,1,0,0.397433
4.915,1,0,0.396331
4.916,1,0,0.395226
4.917,1,0,0.394116
4.918,1,3.99602e-17,0.393044
4.919,1,0,0.39201
4.92,1,0,0.390973
4.921,1,0,0.389933
4.922,1,0,0.388889
4.923,1,2.97235e-17,0.387842
4.924,1,0,0.386792
4.925,1,0,0.385738
4.926,1,0,0.38468
4.927,1,0,0.383619
4.928,1,0,0.382554
4.929,1,0,0.381485
4.93,1,0,0.380413
4.931,1,0,0.379337
4.932,1,0,0.378258
4.933,1,0,0.377174
4.934,1,0,0.376087
4.935,1,0,0.374996
4.936,1,0,0.373981
4.937,1,0,0.372963
4.938,1,0,0.371942
4.939,1,0,0.370917
4.94,1,0,0.36989
4.941,1,0,0.368858
4.942,1,0,0.367823
4.943,1,0,0.366785
4.944,1,0,0.365743
4.945,1,0,0.364697
4.946,1,0,0.363648
4.947,1,0,0.362595
4.948,1,0,0.361538
4.949,1,0,0.360477
4.95,1,0,0.359413
4.951,1,0,0.358345
4.952,1,0,0.357273
4.953,1,0,0.356236
4.954,1,0,0.355238
4.955,1,0,0.354236
4.956,1,0,0.353231
4.957,1,0,0.352222
4.958,1,0,0.35121
4.959,1,0,0.350194
4.96,1,0,0.349175
4.961,1,0,0.348152
4.962,1,0,0.347125
4.963,1,0,0.346095
4.964,1,0,0.345061
4.965,1,0,0.344023
4.966,1,1.23714e-16,0.342982
4.967,1,0,0.341936
4.968,1,0,0.340887
4.969,1,2.08662e-16,0.339834
4.97,1,0,0.338777
4.971,1,0,0.337793
4.972,1,0,0.336808
4.973,1,0,0.335819
4.974,1,0,0.334826
4.975,1,0,0.33383
4.976,1,0,0.332831
4.977,1,0,0.331827
4.978,1,0,0.33082
4.979,1,0,0.32981
4.98,1,0,0.328795
4.981,1,0,0.327777
4.982,1,0,0.326755
4.983,1,0,0.32573
4.984,1,0,0.3247
4.985,1,0,0.323666
4.986,1,0,0.322629
4.987,1,0,0.321587
4.988,1,0,0.320579
4.989,1,0,0.319608
4.99,1,0,0.318633
4.991,1,0,0.317655
4.992,1,0,0.316673
4.993,1,0,0.315688
4.994,1,0,0.314699
4.995,1,0,0.313706
4.996,1,0,0.312709
4.997,1,0,0.311709
4.998,1,0,0.310704
4.999,1,0,0.309696
5,1,0,0.308684
5.001,1,0,0.307668
5.002,1,0,0.306648
5.003,1,0,0.305624
5.004,1,0,0.304596
5.005,1,0,0.303563
5.006,1,0,0.302602
5.007,1,0,0.301639
5.008,1,0,0.300672
5.009,1,0,0.299701
5.01,1,0,0.298727
5.011,1,0,0.297749
5.012,1,0,0.296767
5.013,1,0,0.295781
5.014,1,0,0.294791
5.015,1,0,0.293798
5.016,1,0,0.2928
5.017,1,0,0.291798
5.018,1,0,0.290793
5.019,1,0,0.289783
5.02,1,0,0.288769
5.021,1,0,0.287751
5.022,1,0,0.286728
5.023,1,0,0.285737
5.024,1,0,0.284781
5.025,1,0,0.283822
5.026,1,0,0.282858
5.027,1,0,0.281891
5.028,1,0,0.280919
5.029,1,1.25592e-16,0.279944
5.03,1,0,0.278965
5.031,1,0,0.277982
5.032,1,0,0.276994
5.033,1,0,0.276003
5.034,1,0,0.275007
5.035,1,0,0.274007
5.036,1,0,0.273003
5.037,1,0,0.271995
5.038,1,0,0.270982
5.039,1,0,0.269965
5.04,1,0,0.268943
5.041,1,0,0.267989
5.042,1,0,0.267033
5.043,1,0,0.266072
5.044,1,0,0.265108
5.045,1,0,0.26414
5.046,1,0,0.263167
5.047,1,0,0.262191
5.048,1,0,0.26121
5.049,1,0,0.260225
5.05,1,0,0.259235
5.051,1,0,0.258241
5.052,1,0,0.257243
5.053,1,0,0.25624
5.054,1,0,0.255233
5.055,1,0,0.254221
5.056,1,0,0.253204
5.057,1,0,0.252183
5.058,1,0,0.251191
5.059,1,0,0.250231
5.06,1,0,0.249267
5.061,1,0,0.248299
5.062,1,0,0.247327
5.063,1,0,0.24635
5.064,1,0,0.245369
5.065,1,0,0.244383
5.066,1,0,0.243393
5.067,1,0,0.242398
5.068,1,0,0.241398
5.069,1,0,0.240394
5.07,1,0,0.239385
5.071,1,0,0.238371
5.072,1,0,0.237352
5.073,1,0,0.236328
5.074,1,0,0.235299
5.075,1,0,0.234264
5.076,1,0,0.233295
5.077,1,0,0.232322
5.078,1,0,0.231345
5.079,1,0,0.230364
5.08,1,0,0.229377
5.081,1,0,0.228386
5.082,1,0,0.22739
5.083,1,0,0.226389
5.084,1,0,0.225383
5.085,1,0,0.224372
5.086,1,0,0.223356
5.087,1,0,0.222334
5.088,1,0,0.221308
5.089,1,0,0.220276
5.09,1,0,0.219238
5.091,1,6.76152e-17,0.218195
5.092,1,0,0.217146
5.093,1,0,0.216125
5.094,1,0,0.215134
5.095,1,0,0.214139
5.096,1,0,0.213139
5.097,1,0,0.212133
5.098,1,0,0.211122
5.099,1,0,0.210106
5.1,1,0,0.209084
5.101,1,0,0.208057
5.102,1,0,0.207024
5.103,1,0,0.205985
5.104,1,0,0.20494
5.105,1,0,0.20389
5.106,1,0,0.202833
5.107,1,0,0.201771
5.108,1,0,0.200702
5.109,1,0,0.199627
5.11,1,0,0.198545
5.111,1,0,0.197524
5.112,1,0,0.1965
5.113,1,0,0.195469
5.114,1,0,0.194433
5.115,1,0,0.19339
5.116,1,0,0.192341
5.117,1,0,0.191286
5.118,1,0,0.190225
5.119,1,2.07646e-16,0.189157
5.12,1,0,0.188083
5.121,1,0,0.187002
5.122,1,0,0.185914
5.123,1,0,0.184819
5.124,1,0,0.183717
5.125,1,0,0.182608
5.126,1,0,0.181492
5.127,1,0,0.180368
5.128,1,0,0.179269
5.129,1,0,0.178199
5.13,1,0,0.177122
5.131,1,0,0.176038
5.132,1,0,0.174947
5.133,1,0,0.173848
5.134,1,0,0.172742
5.135,1,0,0.171629
5.136,1,0,0.170508
5.137,1,0,0.169379
5.138,1,0,0.168241
5.139,1,0,0.167096
5.14,1,0,0.165943
5.141,1,0,0.164781
5.142,1,0,0.16361
5.143,1,0,0.16243
5.144,1,0,0.161242
5.145,1,0,0.160044
5.146,1,0,0.158904
5.147,1,0,0.157758
5.148,1,0,0.156603
5.149,1,0,0.155439
5.15,1,0,0.154267
5.151,1,0,0.153085
5.152,1,0,0.151893
5.153,1,0,0.150692
5.154,1,0,0.149481
5.155,1,0,0.14826
5.156,1,0,0.147028
5.157,1,0,0.145786
5.158,1,0,0.144533
5.159,1,0,0.143269
5.16,1,0,0.141993
5.161,1,0,0.140706
5.162,1,0,0.139407
5.163,1,0,0.138127
5.164,1,0,0.136872
5.165,1,0,0.135606
5.166,1,0,0.134328
5.167,1,0,0.133038
5.168,1,0,0.131736
5.169,1,0,0.13042
5.17,1,0,0.129091
5.171,1,0,0.127749
5.172,1,0,0.126393
5.173,1,0,0.125022
5.174,1,0,0.123637
5.175,1,0,0.122236
5.176,1,0,0.12082
5.177,1,0,0.119388
5.178,1,0,0.117939
5.179,1,0,0.116473
5.18,1,0,0.114989
5.181,1,0,0.113561
5.182,1,0,0.112119
5.183,1,0,0.11066
5.184,1,3.21183e-17,0.109182
5.185,1,0,0.107686
5.186,1,0,0.10617
5.187,1,0,0.104634
5.188,1,0,0.103077
5.189,1,0,0.101498
5.19,1,0,0.0998965
5.191,1,0,0.0982714
5.192,1,0,0.0966219
5.193,1,0,0.0949469
5.194,1,0,0.0932452
5.195,1,0,0.0915158
5.196,1,0,0.0897573
5.197,1,0,0.0879683
5.198,1,0,0.0861865
5.199,1,0,0.0844196
5.2,1,0,0.0826208
5.201,1,0,0.0807884
5.202,1,0,0.0789208
5.203,1,0,0.0770159
5.204,1,0,0.0750718
5.205,1,0,0.0730861
5.206,1,0,0.0710564
5.207,1,0,0.0689799
5.208,1,0,0.0668534
5.209,1,0,0.0646737
5.21,1,0,0.062437
5.211,1,0,0.060139
5.212,1,0,0.0577749
5.213,1,0,0.0553393
5.214,1,0,0.052826
5.215,1,0,0.0502279
5.216,1,0.0743741,0
5.217,1,0.0761425,2.58524e-17
5.218,1,0.077878,0
5.219,1,0.0795824,2.07438e-17
5.22,1,0.0812571,0
5.221,1,0.0829034,0
5.222,1,0.0845227,0
5.223,1,0.0861161,7.97163e-18
5.224,1,0.0876847,0
5.225,1,0.0892295,0
5.226,1,0.0907515,6.69579e-18
5.227,1,0.0922516,1.30835e-17
5.228,1,0.0937306,1.58714e-18
5.229,1,0.0951892,5.41996e-18
5.23,1,0.0966283,5.66329e-17
5.231,1,0.0980485,3.11303e-19
5.232,1,0.0994505,5.15242e-17
5.233,1,0.10086,3.66274e-17
5.234,1,0.102281,0
5.235,1,0.103684,3.72989e-17
5.236,1,0.105071,6.28006e-18
5.237,1,0.10644,3.79705e-17
5.238,1,0.107794,0
5.239,1,0.109132,0
5.24,1,0.110455,0
5.241,1,0.111763,0
5.242,1,0.113057,0
5.243,1,0.114337,0
5.244,1,0.115604,0
5.245,1,0.116858,0
5.246,1,0.118099,5.69023e-18
5.247,1,0.119327,0
5.248,1,0.120544,8.91663e-18
5.249,1,0.121749,2.2723e-17
5.25,1,0.122943,9.58817e-18
5.251,1,0.124176,0
5.252,1,0.1254,3.88252e-17
5.253,1,0.126612,0
5.254,1,0.127814,0
5.255,1,0.129004,2.8494e-17
5.256,1,0.130183,1.12814e-18
5.257,1,0.131353,0
5.258,1,0.132512,0
5.259,1,0.133661,0
5.26,1,0.1348,0
5.261,1,0.13593,5.01021e-17
5.262,1,0.13705,0
5.263,1,0.138162,0
5.264,1,0.139264,0
5.265,1,0.140358,3.67915e-17
5.266,1,0.141443,9.42562e-18
5.267,1,0.142521,0
5.268,1,0.143612,0
5.269,1,0.144722,0
5.27,1,0.145823,0
5.271,1,0.146917,0
5.272,1,0.148001,0
5.273,1,0.149078,0
5.274,1,0.150147,0
5.275,1,0.151208,0
5.276,1,0.152262,0
5.277,1,0.153308,0
5.278,1,0.154347,0
5.279,1,0.155379,0
5.28,1,0.156403,1.1148e-17
5.281,1,0.157421,0
5.282,1,0.158432,0
5.283,1,0.159436,0
5.284,1,0.160434,0
5.285,1,0.161425,0
5.286,1,0.162458,0
5.287,1,0.163486,0
5.288,1,0.164508,0
5.289,1,0.165523,0
5.29,1,0.166531,0
5.291,1,0.167533,1.77125e-17
5.292,1,0.168529,0
5.293,1,0.169518,0
5.294,1,0.170502,3.47072e-18
5.295,1,0.171479,1.32778e-17
5.296,1,0.172451,1.25336e-18
5.297,1,0.173417,0
5.298,1,0.174377,0
5.299,1,0.175331,0
5.3,1,0.17628,0
5.301,1,0.177224,0
5.302,1,0.178162,0
5.303,1,0.179119,0
5.304,1,0.180098,0
5.305,1,0.181072,0
5.306,1,0.18204,3.06543e-17
