"phi","r","g","b"
2.509,3.89978e-15,0.67129,1
2.51,4.26932e-15,0.670701,1
2.511,3.92364e-15,0.67011,1
2.512,4.29318e-15,0.66952,1
2.513,3.9475e-15,0.668928,1
2.514,4.31704e-15,0.668336,1
2.515,3.25218e-15,0.667743,1
2.516,5.77531e-15,0.667149,1
2.517,6.14486e-15,0.666555,1
2.518,3.64559e-15,0.66596,1
2.519,6.16872e-15,0.665364,1
2.52,3.36959e-15,0.664771,1
2.521,2.906e-15,0.66419,1
2.522,3.15765e-15,0.663608,1
2.523,3.4093e-15,0.663025,1
2.524,3.66292e-15,0.662442,1
2.525,3.91654e-15,0.661858,1
2.526,2.01658e-15,0.661273,1
2.527,4.42181e-15,0.660687,1
2.528,2.52184e-15,0.660101,1
2.529,5.64428e-15,0.659515,1
2.53,3.02711e-15,0.658927,1
2.531,3.28073e-15,0.658339,1
2.532,3.53435e-15,0.65775,1
2.533,4.5032e-15,0.657161,1
2.534,4.75485e-15,0.656571,1
2.535,5.00847e-15,0.65598,1
2.536,9.5886e-16,0.655388,1
2.537,1.92771e-15,0.654796,1
2.538,4.61741e-16,0.654215,1
2.539,2.84863e-16,0.653637,1
2.54,3.694e-15,0.653058,1
2.541,2.08272e-15,0.652479,1
2.542,5.49186e-15,0.651899,1
2.543,5.31498e-15,0.651318,1
2.544,1.55208e-15,0.650737,1
2.545,2.80961e-15,0.650155,1
2.546,1.91553e-15,0.649572,1
2.547,3.17306e-15,0.648989,1
2.548,3.71339e-15,0.648405,1
2.549,2.81931e-15,0.64782,1
2.55,3.35766e-15,0.647235,1
2.551,3.18275e-15,0.646648,1
2.552,1.57147e-15,0.646062,1
2.553,2.11179e-15,0.645474,1
2.554,1.21771e-15,0.644886,1
2.555,3.65841e-16,0.644301,1
2.556,8.6378e-16,0.643727,1
2.557,3.51333e-15,0.643152,1
2.558,0,0.642577,1
2.559,2.04018e-16,0.642001,1
2.56,6.99989e-16,0.641424,1
2.561,2.63234e-15,0.640846,1
2.562,0,0.640268,1
2.563,3.62625e-15,0.63969,1
2.564,5.38166e-16,0.63911,1
2.565,2.47051e-15,0.63853,1
2.566,3.68566e-15,0.637949,1
2.567,2.03002e-15,0.637368,1
2.568,3.24516e-15,0.636785,1
2.569,3.02589e-15,0.636203,1
2.57,1.37025e-15,0.635619,1
2.571,2.58343e-15,0.635035,1
2.572,2.14519e-16,0.63445,1
2.573,1.95597e-15,0.633876,1
2.574,1.64676e-16,0.633304,1
2.575,0,0.632732,1
2.576,8.91213e-16,0.63216,1
2.577,5.38261e-16,0.631587,1
2.578,2.33495e-15,0.631013,1
2.579,1.98003e-15,0.630438,1
2.58,2.34232e-15,0.629863,1
2.581,1.27216e-15,0.629287,1
2.582,3.06886e-15,0.62871,1
2.583,2.7159e-15,0.628133,1
2.584,3.07819e-15,0.627555,1
2.585,4.15768e-15,0.626977,1
2.586,4.51996e-15,0.626397,1
2.587,1.29819e-15,0.625817,1
2.588,9.43274e-16,0.625236,1
2.589,5.90322e-16,0.624655,1
2.59,2.52638e-15,0.624077,1
2.591,8.49815e-16,0.623509,1
2.592,2.04404e-15,0.62294,1
2.593,1.08665e-15,0.622371,1
2.594,2.2789e-15,0.621801,1
2.595,2.75395e-15,0.62123,1
2.596,3.23097e-15,0.620659,1
2.597,2.27162e-15,0.620087,1
2.598,1.31423e-15,0.619514,1
2.599,3.22369e-15,0.618941,1
2.6,8.31889e-16,0.618367,1
2.601,2.02414e-15,0.617792,1
2.602,2.50116e-15,0.617217,1
2.603,2.97621e-15,0.616641,1
2.604,2.01882e-15,0.616064,1
2.605,3.21305e-15,0.615486,1
2.606,4.4053e-15,0.614908,1
2.607,3.44595e-15,0.614329,1
2.608,2.17247e-15,0.61376,1
2.609,4.18167e-15,0.613194,1
2.61,4.03926e-15,0.612628,1
2.611,3.17964e-15,0.61206,1
2.612,1.60085e-15,0.611492,1
2.613,7.43204e-16,0.610924,1
2.614,3.46961e-15,0.610354,1
2.615,1.17558e-15,0.609784,1
2.616,1.03317e-15,0.609214,1
2.617,1.60796e-15,0.608642,1
2.618,1.46555e-15,0.60807,1
2.619,2.04034e-15,0.607498,1
2.62,2.61513e-15,0.606924,1
2.621,2.47272e-15,0.60635,1
2.622,2.3303e-15,0.605775,1
2.623,2.90509e-15,0.6052,1
2.624,2.76268e-15,0.604623,1
2.625,1.0498e-15,0.60405,1
2.626,1.19309e-15,0.603486,1
2.627,2.77079e-15,0.602922,1
2.628,7.62471e-16,0.602357,1
2.629,2.34017e-15,0.601791,1
2.63,3.20067e-15,0.601225,1
2.631,1.90955e-15,0.600657,1
2.632,2.77004e-15,0.60009,1
2.633,1.47893e-15,0.599521,1
2.634,3.05859e-15,0.598952,1
2.635,1.04831e-15,0.598382,1
2.636,1.91077e-15,0.597812,1
2.637,2.77126e-15,0.59724,1
2.638,2.19735e-15,0.596668,1
2.639,2.34064e-15,0.596096,1
2.64,3.91834e-15,0.595522,1
2.641,3.34443e-15,0.594948,1
2.642,3.48772e-15,0.594374,1
2.643,1.99123e-15,0.593808,1
2.644,2.31896e-15,0.593245,1
2.645,2.64669e-15,0.592682,1
2.646,2.25917e-15,0.592118,1
2.647,3.30214e-15,0.591553,1
2.648,2.19545e-15,0.590987,1
2.649,2.52318e-15,0.590421,1
2.65,3.57007e-15,0.589854,1
2.651,4.61304e-15,0.589287,1
2.652,4.22552e-15,0.588719,1
2.653,3.83408e-15,0.58815,1
2.654,1.29299e-15,0.58758,1
2.655,3.05512e-15,0.587009,1
2.656,3.38285e-15,0.586438,1
2.657,3.71057e-15,0.585866,1
2.658,2.60389e-15,0.585294,1
2.659,4.36602e-15,0.584721,1
2.66,1.1127e-15,0.58415,1
2.661,3.05795e-15,0.583588,1
2.662,4.28402e-15,0.583025,1
2.663,3.35849e-15,0.582462,1
2.664,2.43295e-15,0.581898,1
2.665,1.50938e-15,0.581334,1
2.666,4.16986e-15,0.580769,1
2.667,3.96153e-15,0.580203,1
2.668,3.036e-15,0.579636,1
2.669,4.26207e-15,0.579068,1
2.67,3.3385e-15,0.5785,1
2.671,5.27981e-15,0.577931,1
2.672,2.92184e-15,0.577362,1
2.673,5.58232e-15,0.576792,1
2.674,3.93958e-15,0.576221,1
2.675,3.73125e-15,0.575649,1
2.676,4.24209e-15,0.575077,1
2.677,3.31655e-15,0.574503,1
2.678,3.9234e-15,0.573939,1
2.679,5.21798e-15,0.573377,1
2.68,3.64178e-15,0.572814,1
2.681,4.21915e-15,0.57225,1
2.682,3.36212e-15,0.571686,1
2.683,4.65473e-15,0.571121,1
2.684,5.2321e-15,0.570555,1
2.685,3.65786e-15,0.569989,1
2.686,2.80083e-15,0.569422,1
2.687,2.65903e-15,0.568854,1
2.688,3.23641e-15,0.568286,1
2.689,4.53098e-15,0.567716,1
2.69,4.38919e-15,0.567146,1
2.691,3.53215e-15,0.566576,1
2.692,2.67512e-15,0.566004,1
2.693,4.6869e-15,0.565432,1
2.694,3.82987e-15,0.564859,1
2.695,3.41037e-15,0.564288,1
2.696,3.14853e-15,0.563726,1
2.697,3.60586e-15,0.563162,1
2.698,2.62879e-15,0.562598,1
2.699,3.08416e-15,0.562033,1
2.7,6.70707e-16,0.561468,1
2.701,3.27965e-15,0.560902,1
2.702,3.01978e-15,0.560335,1
2.703,3.47712e-15,0.559767,1
2.704,3.93248e-15,0.559198,1
2.705,2.23624e-15,0.558629,1
2.706,2.69357e-15,0.558059,1
2.707,2.4337e-15,0.557489,1
2.708,2.88907e-15,0.556917,1
2.709,4.06361e-15,0.556345,1
2.71,3.08457e-15,0.555772,1
2.711,4.97434e-15,0.555199,1
2.712,3.28006e-15,0.554624,1
2.713,2.65715e-15,0.554057,1
2.714,3.47844e-15,0.553493,1
2.715,2.86533e-15,0.552928,1
2.716,2.25222e-15,0.552362,1
2.717,3.78875e-15,0.551795,1
2.718,1.7432e-15,0.551228,1
2.719,3.27973e-15,0.550659,1
2.72,1.94942e-15,0.55009,1
2.721,2.05351e-15,0.549521,1
2.722,2.1576e-15,0.54895,1
2.723,1.54449e-15,0.548379,1
2.724,9.31381e-16,0.547807,1
2.725,1.75071e-15,0.547235,1
2.726,1.8548e-15,0.546661,1
2.727,1.9589e-15,0.546087,1
2.728,1.34578e-15,0.545512,1
2.729,7.32672e-16,0.544936,1
2.73,3.71946e-16,0.544362,1
2.731,2.53672e-15,0.543796,1
2.732,1.83268e-15,0.543228,1
2.733,3.28222e-15,0.54266,1
2.734,1.14377e-15,0.542092,1
2.735,1.87414e-15,0.541522,1
2.736,1.1701e-15,0.540952,1
2.737,4.66062e-16,0.540381,1
2.738,1.1984e-15,0.539809,1
2.739,1.21156e-15,0.539237,1
2.74,1.94193e-15,0.538663,1
2.741,1.23789e-15,0.538089,1
2.742,1.25105e-15,0.537514,1
2.743,1.98339e-15,0.536939,1
2.744,0,0.536362,1
2.745,3.44413e-15,0.535785,1
2.746,2.74009e-15,0.535207,1
2.747,2.03605e-15,0.534628,1
2.748,1.51587e-15,0.534056,1
2.749,2.06323e-16,0.533486,1
2.75,2.48279e-15,0.532915,1
2.751,4.5604e-16,0.532343,1
2.752,1.29614e-15,0.531771,1
2.753,2.13623e-15,0.531198,1
2.754,8.26681e-16,0.530624,1
2.755,1.66874e-15,0.530049,1
2.756,1.07443e-15,0.529473,1
2.757,4.82085e-16,0.528897,1
2.758,2.75659e-15,0.52832,1
2.759,1.44704e-15,0.527742,1
2.76,1.56993e-15,0.527163,1
2.761,3.1292e-15,0.526583,1
2.762,2.53488e-15,0.526003,1
2.763,1.94254e-15,0.525422,1
2.764,4.21704e-15,0.52484,1
2.765,3.26175e-15,0.524259,1
2.766,2.07079e-15,0.523685,1
2.767,8.79821e-16,0.523111,1
2.768,1.1213e-15,0.522536,1
2.769,2.08194e-15,0.52196,1
2.77,2.32538e-15,0.521383,1
2.771,4.00324e-15,0.520805,1
2.772,3.52751e-15,0.520227,1
2.773,2.33457e-15,0.519648,1
2.774,1.14361e-15,0.519068,1
2.775,2.10425e-15,0.518487,1
2.776,3.78014e-15,0.517905,1
2.777,1.87197e-15,0.517323,1
2.778,0,0.516739,1
2.779,1.64165e-15,0.516155,1
2.78,1.16592e-15,0.51557,1
2.781,2.84377e-15,0.514984,1
2.782,2.18394e-16,0.514397,1
2.783,3.61555e-16,0.513817,1
2.784,1.54269e-15,0.513238,1
2.785,2.0086e-15,0.512658,1
2.786,3.22888e-16,0.512077,1
2.787,7.86823e-16,0.511496,1
2.788,1.96993e-15,0.510914,1
2.789,2.82253e-16,0.510331,1
2.79,1.46536e-15,0.509747,1
2.791,1.21209e-15,0.509162,1
2.792,2.43586e-16,0.508576,1
2.793,2.85913e-15,0.50799,1
2.794,4.5622e-16,0.507403,1
2.795,2.35456e-15,0.506814,1
2.796,2.82047e-15,0.506225,1
2.797,1.13279e-15,0.505635,1
2.798,3.0331e-15,0.505045,1
2.799,1.34542e-15,0.504453,1
2.8,2.79434e-15,0.503862,1
2.801,2.06935e-15,0.503278,1
2.802,2.77877e-15,0.502693,1
2.803,2.05181e-15,0.502107,1
2.804,1.32682e-15,0.50152,1
2.805,2.03427e-15,0.500933,1
2.806,2.02452e-15,0.500344,1
2.807,2.01673e-15,0.499755,1
2.808,2.00894e-15,0.499164,1
2.809,5.64783e-16,0.498573,1
2.81,1.99141e-15,0.497981,1
2.811,3.41606e-15,0.497388,1
2.812,1.25666e-15,0.496794,1
2.813,0,0.4962,1
2.814,0,0.495604,1
2.815,2.66574e-15,0.495008,1
2.816,1.22158e-15,0.49441,1
2.817,1.2138e-15,0.493812,1
2.818,0,0.493219,1
2.819,2.87512e-15,0.492628,1
2.82,1.63575e-15,0.492036,1
2.821,0,0.491443,1
2.822,2.74694e-15,0.490849,1
2.823,2.94197e-15,0.490255,1
2.824,2.70156e-16,0.489659,1
2.825,1.18239e-15,0.489062,1
2.826,1.37939e-15,0.488465,1
2.827,8.57213e-16,0.487867,1
2.828,1.05421e-15,0.487267,1
2.829,1.24924e-15,0.486667,1
2.83,1.44624e-15,0.486066,1
2.831,2.36044e-15,0.485464,1
2.832,4.03856e-16,0.484861,1
2.833,6.00854e-16,0.484257,1
2.834,8.06466e-17,0.483652,1
2.835,3.59874e-16,0.483048,1
2.836,2.96458e-15,0.48245,1
2.837,1.2641e-15,0.481851,1
2.838,2.43637e-15,0.481251,1
2.839,1.8681e-17,0.48065,1
2.84,1.90619e-15,0.480048,1
2.841,1.64208e-15,0.479445,1
2.842,0,0.478841,1
2.843,1.11386e-15,0.478237,1
2.844,3.00137e-15,0.477631,1
2.845,2.02006e-15,0.477024,1
2.846,1.03678e-15,0.476417,1
2.847,7.7267e-16,0.475808,1
2.848,1.94297e-15,0.475198,1
2.849,1.67886e-15,0.474588,1
2.85,2.84916e-15,0.473976,1
2.851,1.15065e-15,0.473363,1
2.852,3.03619e-15,0.47275,1
2.853,1.3912e-15,0.472142,1
2.854,1.09263e-15,0.471535,1
2.855,2.22847e-15,0.470927,1
2.856,1.21269e-15,0.470318,1
2.857,3.06573e-15,0.469708,1
2.858,6.17516e-16,0.469097,1
2.859,1.75335e-15,0.468486,1
2.86,2.17199e-15,0.467873,1
2.861,1.87342e-15,0.467259,1
2.862,3.72646e-15,0.466644,1
2.863,2.71265e-15,0.466028,1
2.864,9.79669e-16,0.465411,1
2.865,2.83271e-15,0.464794,1
2.866,2.53414e-15,0.464175,1
2.867,2.95277e-15,0.463555,1
2.868,1.93896e-15,0.462934,1
2.869,3.07283e-15,0.462312,1
2.87,2.7983e-15,0.46169,1
2.871,2.81651e-15,0.461075,1
2.872,4.26912e-15,0.460458,1
2.873,3.57012e-15,0.459841,1
2.874,3.58833e-15,0.459222,1
2.875,3.60653e-15,0.458603,1
2.876,4.34194e-15,0.457982,1
2.877,2.92574e-15,0.45736,1
2.878,3.66115e-15,0.456738,1
2.879,2.24495e-15,0.456114,1
2.88,2.98036e-15,0.455489,1
2.881,3.71577e-15,0.454863,1
2.882,2.29957e-15,0.454236,1
2.883,4.46742e-15,0.453608,1
2.884,3.05318e-15,0.452979,1
2.885,4.50383e-15,0.452348,1
2.886,4.52203e-15,0.451717,1
2.887,3.82304e-15,0.451084,1
2.888,4.53618e-15,0.450457,1
2.889,3.18654e-15,0.449831,1
2.89,2.55411e-15,0.449204,1
2.891,4.07329e-15,0.448575,1
2.892,2.00644e-15,0.447946,1
2.893,4.24086e-15,0.447315,1
2.894,3.60842e-15,0.446684,1
2.895,2.97795e-15,0.446051,1
2.896,3.77992e-15,0.445417,1
2.897,4.5819e-15,0.444782,1
2.898,3.23029e-15,0.444146,1
2.899,2.59982e-15,0.443509,1
2.9,2.68459e-15,0.44287,1
2.901,4.2018e-15,0.442231,1
2.902,2.13692e-15,0.44159,1
2.903,2.93693e-15,0.440948,1
2.904,3.7389e-15,0.440305,1
2.905,2.05935e-15,0.439663,1
2.906,2.60413e-15,0.439026,1
2.907,2.43367e-15,0.438389,1
2.908,2.97845e-15,0.43775,1
2.909,2.80799e-15,0.43711,1
2.91,2.63557e-15,0.436469,1
2.911,2.46512e-15,0.435827,1
2.912,2.29466e-15,0.435184,1
2.913,2.83944e-15,0.434539,1
2.914,3.38422e-15,0.433893,1
2.915,3.21376e-15,0.433246,1
2.916,3.75855e-15,0.432598,1
2.917,2.87089e-15,0.431949,1
2.918,3.41567e-15,0.431298,1
2.919,2.52801e-15,0.430647,1
2.92,4.5072e-15,0.429994,1
2.921,2.18513e-15,0.429339,1
2.922,3.44711e-15,0.428684,1
2.923,3.44119e-15,0.428034,1
2.924,2.6485e-15,0.427385,1
2.925,3.29023e-15,0.426735,1
2.926,3.21475e-15,0.426083,1
2.927,2.42206e-15,0.425431,1
2.928,3.78099e-15,0.424777,1
2.929,3.70551e-15,0.424122,1
2.93,2.91283e-15,0.423466,1
2.931,2.83735e-15,0.422808,1
2.932,2.04663e-15,0.422149,1
2.933,2.68639e-15,0.421489,1
2.934,2.61091e-15,0.420828,1
2.935,1.10299e-15,0.420165,1
2.936,2.45995e-15,0.419501,1
2.937,3.10167e-15,0.418836,1
2.938,8.76549e-16,0.418169,1
2.939,2.23548e-15,0.417502,1
2.94,1.75781e-15,0.416834,1
2.941,2.52311e-15,0.416173,1
2.942,1.13679e-15,0.41551,1
2.943,1.18291e-15,0.414847,1
2.944,1.231e-15,0.414181,1
2.945,1.99629e-15,0.413515,1
2.946,2.04241e-15,0.412847,1
2.947,1.3733e-15,0.412178,1
2.948,7.04185e-16,0.411508,1
2.949,1.46751e-15,0.410836,1
2.95,1.5156e-15,0.410163,1
2.951,8.46485e-16,0.409488,1
2.952,8.92607e-16,0.408812,1
2.953,1.6579e-15,0.408135,1
2.954,2.42319e-15,0.407456,1
2.955,3.17703e-16,0.406776,1
2.956,2.5174e-15,0.406094,1
2.957,1.13108e-15,0.405412,1
2.958,8.65744e-16,0.404734,1
2.959,1.11113e-15,0.404058,1
2.96,2.07175e-15,0.403381,1
2.961,8.84687e-16,0.402703,1
2.962,2.56251e-15,0.402023,1
2.963,3.5251e-15,0.401342,1
2.964,2.33607e-15,0.400659,1
2.965,2.58145e-15,0.399975,1
2.966,2.10963e-15,0.399289,1
2.967,2.35501e-15,0.398602,1
2.968,2.59843e-15,0.397913,1
2.969,2.12661e-15,0.397223,1
2.97,2.37199e-15,0.396532,1
2.971,2.61737e-15,0.395839,1
2.972,5.0124e-15,0.395144,1
2.973,2.39093e-15,0.394448,1
2.974,1.91715e-15,0.393751,1
2.975,2.84878e-15,0.393054,1
2.976,2.30312e-15,0.392364,1
2.977,3.19187e-15,0.391672,1
2.978,1.92703e-15,0.390979,1
2.979,4.25018e-15,0.390285,1
2.98,2.27011e-15,0.389589,1
2.981,4.5913e-15,0.388891,1
2.982,3.32843e-15,0.388192,1
2.983,2.06556e-15,0.387492,1
2.984,2.95234e-15,0.38679,1
2.985,3.12388e-15,0.386086,1
2.986,2.57822e-15,0.38538,1
2.987,2.03059e-15,0.384674,1
2.988,2.20213e-15,0.383965,1
2.989,2.37367e-15,0.383255,1
2.99,2.54521e-15,0.382543,1
2.991,1.28038e-15,0.38183,1
2.992,2.16912e-15,0.381115,1
2.993,8.26515e-16,0.380406,1
2.994,2.65004e-15,0.379699,1
2.995,1.60671e-15,0.37899,1
2.996,2.715e-15,0.37828,1
2.997,9.54466e-16,0.377567,1
2.998,2.06078e-15,0.376854,1
2.999,1.01943e-15,0.376138,1
3,2.12574e-15,0.375421,1
3.001,1.08242e-15,0.374703,1
3.002,1.4735e-15,0.373982,1
3.003,1.86458e-15,0.37326,1
3.004,2.2537e-15,0.372536,1
3.005,1.92954e-15,0.371811,1
3.006,1.60145e-15,0.371083,1
3.007,1.27533e-15,0.370354,1
3.008,2.38362e-15,0.369624,1
3.009,1.34029e-15,0.368891,1
3.01,6.89766e-16,0.368159,1
3.011,0,0.367435,1
3.012,3.77543e-16,0.36671,1
3.013,2.21431e-16,0.365982,1
3.014,2.93217e-15,0.365253,1
3.015,2.06082e-15,0.364522,1
3.016,1.18554e-15,0.363789,1
3.017,3.18104e-15,0.363055,1
3.018,1.59052e-15,0.362319,1
3.019,1.43441e-15,0.36158,1
3.02,1.99353e-15,0.36084,1
3.021,1.83939e-15,0.360099,1
3.022,1.68131e-15,0.359355,1
3.023,2.2424e-15,0.358609,1
3.024,1.36909e-15,0.357862,1
3.025,1.93018e-15,0.357113,1
3.026,3.20651e-15,0.356361,1
3.027,2.33319e-15,0.355608,1
3.028,2.66947e-15,0.354862,1
3.029,1.88591e-15,0.354118,1
3.03,2.53873e-15,0.353372,1
3.031,3.19352e-15,0.352625,1
3.032,3.12716e-15,0.351875,1
3.033,2.34557e-15,0.351123,1
3.034,2.28119e-15,0.35037,1
3.035,2.934e-15,0.349614,1
3.036,2.15241e-15,0.348857,1
3.037,2.08803e-15,0.348097,1
3.038,2.74085e-15,0.347336,1
3.039,1.95926e-15,0.346572,1
3.04,2.61208e-15,0.345807,1
3.041,2.54769e-15,0.345039,1
3.042,2.48134e-15,0.344269,1
3.043,3.13612e-15,0.343497,1
3.044,1.63733e-15,0.342724,1
3.045,2.90454e-15,0.34195,1
3.046,1.40829e-15,0.341186,1
3.047,2.78085e-15,0.340419,1
3.048,2.719e-15,0.339651,1
3.049,1.94192e-15,0.33888,1
3.05,2.59728e-15,0.338108,1
3.051,2.53543e-15,0.337333,1
3.052,4.6252e-15,0.336556,1
3.053,3.13091e-15,0.335777,1
3.054,1.63465e-15,0.334995,1
3.055,3.00722e-15,0.334212,1
3.056,2.94537e-15,0.333426,1
3.057,2.16829e-15,0.332638,1
3.058,2.10644e-15,0.331848,1
3.059,3.479e-15,0.331055,1
3.06,2.70192e-15,0.330261,1
3.061,2.64007e-15,0.329464,1
3.062,3.29543e-15,0.328664,1
3.063,2.50398e-15,0.327873,1
3.064,2.54163e-15,0.327085,1
3.065,2.57731e-15,0.326295,1
3.066,2.61495e-15,0.325502,1
3.067,2.6526e-15,0.324707,1
3.068,1.97107e-15,0.323909,1
3.069,2.01069e-15,0.323109,1
3.07,2.76357e-15,0.322307,1
3.071,3.51842e-15,0.321502,1
3.072,3.55607e-15,0.320695,1
3.073,2.1593e-15,0.319886,1
3.074,2.91219e-15,0.319074,1
3.075,2.23263e-15,0.31826,1
3.076,2.98748e-15,0.317443,1
3.077,3.02512e-15,0.316623,1
3.078,3.77801e-15,0.315801,1
3.079,2.38125e-15,0.314977,1
3.08,2.73599e-15,0.314153,1
3.081,2.47692e-15,0.31334,1
3.082,2.93506e-15,0.312525,1
3.083,2.67599e-15,0.311707,1
3.084,2.41692e-15,0.310886,1
3.085,2.87505e-15,0.310063,1
3.086,2.61795e-15,0.309238,1
3.087,1.63971e-15,0.308409,1
3.088,2.81702e-15,0.307578,1
3.089,2.55795e-15,0.306745,1
3.09,3.01608e-15,0.305908,1
3.091,2.75701e-15,0.305069,1
3.092,1.06353e-15,0.304228,1
3.093,2.95804e-15,0.303383,1
3.094,1.9798e-15,0.302536,1
3.095,1.0055e-15,0.301685,1
3.096,1.46363e-15,0.300832,1
3.097,1.92177e-15,0.299977,1
3.098,8.69819e-16,0.29913,1
3.099,1.45655e-15,0.298287,1
3.1,3.47573e-15,0.29744,1
3.101,2.62805e-15,0.296591,1
3.102,1.06514e-15,0.295739,1
3.103,9.32699e-16,0.294884,1
3.104,2.23664e-15,0.294026,1
3.105,2.10616e-15,0.293166,1
3.106,1.97373e-15,0.292302,1
3.107,1.84326e-15,0.291435,1
3.108,1.71278e-15,0.290565,1
3.109,2.29952e-15,0.289692,1
3.11,2.88428e-15,0.288816,1
3.111,2.75381e-15,0.287937,1
3.112,1.90614e-15,0.287054,1
3.113,2.49287e-15,0.286169,1
3.114,1.64519e-15,0.28528,1
3.115,3.36054e-15,0.284392,1
3.116,2.54519e-15,0.283517,1
3.117,1.73181e-15,0.28264,1
3.118,3.06808e-15,0.281759,1
3.119,2.25273e-15,0.280875,1
3.12,2.87376e-15,0.279988,1
3.121,2.77562e-15,0.279097,1
3.122,1.96027e-15,0.278204,1
3.123,3.29654e-15,0.277306,1
3.124,1.76595e-15,0.276406,1
3.125,3.10222e-15,0.275502,1
3.126,3.00408e-15,0.274594,1
3.127,1.47349e-15,0.273683,1
3.128,2.80976e-15,0.272769,1
3.129,1.99441e-15,0.27185,1
3.13,2.61544e-15,0.270929,1
3.131,1.80009e-15,0.270003,1
3.132,1.70195e-15,0.269074,1
3.133,1.22249e-15,0.268156,1
3.134,1.75659e-15,0.267242,1
3.135,3.00396e-15,0.266324,1
3.136,2.10366e-15,0.265403,1
3.137,2.63776e-15,0.264478,1
3.138,1.01828e-15,0.263549,1
3.139,2.26762e-15,0.262616,1
3.14,2.08255e-15,0.261679,1
3.141,1.89945e-15,0.260739,1
3.142,9.97174e-16,0.259794,1
3.143,2.24651e-15,0.258846,1
3.144,1.34424e-15,0.257893,1
3.145,2.59358e-15,0.256937,1
3.146,1.69327e-15,0.255976,1
3.147,2.22541e-15,0.255011,1
3.148,1.32313e-15,0.254042,1
3.149,1.85724e-15,0.253069,1
3.15,1.02676e-15,0.252095,1
3.151,2.17968e-15,0.251138,1
3.152,2.61539e-15,0.250177,1
3.153,2.33391e-15,0.249212,1
3.154,2.76765e-15,0.248242,1
3.155,3.20337e-15,0.247268,1
3.156,1.48747e-15,0.246289,1
3.157,1.92318e-15,0.245306,1
3.158,1.6417e-15,0.244319,1
3.159,2.07741e-15,0.243326,1
3.16,1.79395e-15,0.24233,1
3.161,1.51246e-15,0.241328,1
3.162,1.94818e-15,0.240322,1
3.163,1.66669e-15,0.239311,1
3.164,2.10241e-15,0.238295,1
3.165,3.86508e-16,0.237274,1
3.166,2.25663e-15,0.236248,1
3.167,2.69038e-15,0.235217,1
3.168,1.8271e-15,0.2342,1
3.169,9.85696e-16,0.233188,1
3.17,2.29393e-15,0.232171,1
3.171,2.88497e-15,0.231149,1
3.172,1.32636e-15,0.230121,1
3.173,1.91739e-15,0.229088,1
3.174,1.07598e-15,0.22805,1
3.175,2.38422e-15,0.227007,1
3.176,2.25805e-15,0.225958,1
3.177,2.13385e-15,0.224904,1
3.178,2.72488e-15,0.223844,1
3.179,1.16627e-15,0.222779,1
3.18,2.47451e-15,0.221707,1
3.181,3.78275e-15,0.22063,1
3.182,1.50693e-15,0.219547,1
3.183,2.09797e-15,0.218458,1
3.184,1.97377e-15,0.217363,1
3.185,2.41669e-15,0.216267,1
3.186,2.7422e-15,0.215191,1
3.187,3.06968e-15,0.21411,1
3.188,2.67798e-15,0.213022,1
3.189,2.28825e-15,0.211928,1
3.19,3.33096e-15,0.210827,1
3.191,2.22403e-15,0.20972,1
3.192,3.98395e-15,0.208607,1
3.193,3.59422e-15,0.207487,1
3.194,3.20449e-15,0.20636,1
3.195,2.09559e-15,0.205227,1
3.196,3.85551e-15,0.204086,1
3.197,2.74858e-15,0.202939,1
3.198,4.50849e-15,0.201784,1
3.199,3.40156e-15,0.200622,1
3.2,2.29266e-15,0.199452,1
3.201,2.62014e-15,0.198275,1
3.202,4.38005e-15,0.19709,1
3.203,2.83089e-15,0.195922,1
3.204,2.49312e-15,0.194759,1
3.205,3.58779e-15,0.193587,1
3.206,3.25003e-15,0.192408,1
3.207,2.19702e-15,0.191221,1
3.208,3.2917e-15,0.190026,1
3.209,3.67113e-15,0.188823,1
3.21,1.89896e-15,0.187611,1
3.211,2.9956e-15,0.186391,1
3.212,1.93866e-15,0.185162,1
3.213,3.0353e-15,0.183925,1
3.214,2.6995e-15,0.182678,1
3.215,2.35977e-15,0.181422,1
3.216,2.73921e-15,0.180156,1
3.217,2.40144e-15,0.178881,1
3.218,2.06367e-15,0.177596,1
3.219,2.44311e-15,0.176302,1
3.22,9.94016e-16,0.175004,1
3.221,2.27444e-15,0.173732,1
3.222,2.83766e-15,0.17245,1
3.223,3.40285e-15,0.171158,1
3.224,1.81643e-15,0.169855,1
3.225,3.09685e-15,0.168542,1
3.226,7.93224e-16,0.167217,1
3.227,2.07562e-15,0.165882,1
3.228,2.63884e-15,0.164535,1
3.229,1.05241e-15,0.163177,1
3.23,3.05004e-15,0.161806,1
3.231,1.46362e-15,0.160424,1
3.232,2.02684e-15,0.159029,1
3.233,2.59203e-15,0.157621,1
3.234,1.00561e-15,0.1562,1
3.235,2.28603e-15,0.154765,1
3.236,2.13401e-15,0.153316,1
3.237,3.41444e-15,0.151853,1
3.238,2.9117e-15,0.15041,1
3.239,2.54457e-15,0.14897,1
3.24,2.17548e-15,0.147515,1
3.241,1.08918e-15,0.146046,1
3.242,2.1545e-15,0.144561,1
3.243,1.07017e-15,0.14306,1
3.244,2.13352e-15,0.141544,1
3.245,2.4836e-15,0.140011,1
3.246,2.83171e-15,0.138461,1
3.247,2.46262e-15,0.136893,1
3.248,2.09352e-15,0.135307,1
